0	"Perfect"	Open Input/other anomaly	RS Anomaly	Ic Anomaly	Could not screen. Needs re-mount / re-screen	PCB	LOC	Note	More notes	
w41_r12_c02		x	20			20220808_A	W41 Bad	small double peaks		
w41_r11_c09			24			20220808_A	W41 Bad	strong double peaks		
w41_r09_c00					bypassed	20220808_A	W41 Bad			
w41_r06_c09					bypassed	20220808_A	W41 Bad			
w41_r06_c08			30			20220808_A	W41 Bad			
w41_r04_c08	x					20220808_A	SHIPPED ON 2022-08-16			
w41_r04_c05	x					20220808_A	SHIPPED ON 2022-08-16			
w41_r03_c02	x					20220808_A	SHIPPED ON 2022-08-16			
w41_r03_c07					bypassed	20220808_A	W41 Bad			
w41_r03_c06					bypassed	20220808_A	W41 Bad			
w41_r03_c05	x					20220808_A	SHIPPED ON 2022-08-16			
w41_r04_c07					bypassed	20220808_A	W41 Bad			
w41_r04_c06					bypassed	20220808_A	W41 Bad			
w41_r04_c04	x					20220808_A	SHIPPED ON 2022-08-16			
										
w42_r01_c06	x					20220808_E2	SHIPPED ON 2022-08-16	slight double peak on 4, but mostly fine		
w42_r02_c03	x					20220808_E2	SHIPPED ON 2022-08-16			
w42_r15_c08			32			20220808_E2	W42 Bad	dead row		
w42_r09_c05	x					20220808_E2	SHIPPED ON 2022-08-16			
w42_r15_c02	x					20220808_E2	SHIPPED ON 2022-08-16			
w42_r14_c01	x					20220808_E2	SHIPPED ON 2022-08-16			
w42_r09_c07			4			20220808_E2	W42 Bad	double peaks		
w44_r04_c03			15			20220808_E2	W44 Bad	dead row		
w43_r06_c00					bypassed	20220808_E2	W43 Bad			
w43_r07_c03	x		9			20220808_E2	SHIPPED ON 2022-08-16	slight double peaks, mostly ok		
w43_r04_c03	x					20220808_E2	SHIPPED ON 2022-08-16			
w44_r07_c01			32			20220808_E2	W44 Bad	many waveforms		
w44_r20_c05	x					20220808_E2	SHIPPED ON 2022-08-16			
w42_r21_c04					bypassed	20220808_E2	W42 Bad			
w45_r19_c03	x					20220808_E2	SHIPPED ON 2022-08-16	slight double peaks, mostlyu fine		
w44_r07_c00					bypassed	20220808_E2	W44 Bad			
w45_r12_c07			16, 21			20220808_E2	W45 Bad	16 high ic max, 21 slight double pleak	might be okay to use?	
w45_r01_c02			24			20220808_E2	W45 Bad			
										
w45_r15_c05	x			x		20220808_F2	SHIPPED ON 2022-08-16	probably good?		
w47_r06_c03			18	x		20220808_F2	W47 Bad			
w47_r01_c06	x			x		20220808_F2	SHIPPED ON 2022-08-16	probably good?		
w45_r15_c06			7			20220808_F2	W45 Bad			
w47_r16_c05	x					20220808_F2	SHIPPED ON 2022-08-16			
w47_r16_c01	x					20220808_F2	SHIPPED ON 2022-08-16			
w45_r15_c04					x	20220808_F2	W45 Bad	very large waves		
w47_r09_c04					bypass	20220808_F2	W47 Bad			
w47_r13_c00					bypass	20220808_F2	W47 Bad			
w45_r13_c02	x					20220808_F2	SHIPPED ON 2022-08-16			
w47_r08_c04	x					20220808_F2	SHIPPED ON 2022-08-16			
w47_r19_c03	x					20220808_F2	SHIPPED ON 2022-08-16			
w47_r00_c06			DS	x		20220808_F2	W47 Bad			
w47_r03_c03	x			x		20220808_F2	SHIPPED ON 2022-08-16	cross referencing says good		
w47_r18_c03			31, 32	x		20220808_F2	W47 Bad	double peaks		
w47_r18_c02			2,4,5,9			20220808_F2	W47 Bad	double peaks		
w47_r02_c03	x					20220808_F2	SHIPPED ON 2022-08-16			
w47_r17_c03	x					20220808_F2	SHIPPED ON 2022-08-16			
										
w47_r20_c03				x	bypass	20220808_G2	W47 Bad			
w47_r02_c02			12, 17	x		20220808_G2	W47 Bad			
w44_r08_c00				x	bypass	20220808_G2	W44 Bad			
w47_r08_c06			2001,8,11	x		20220808_G2	W47 Bad	many peaks		
w47_r07_c01				x	bypass	20220808_G2	W47 Bad			
w44_r09_c09			25,26,27,30	x		20220808_G2	W44 Bad	many peaks		
w47_c19_r05			1	x		20220808_G2	W47 Bad			
w47_r01_c02			12	x		20220808_G2	W47 Bad	redo		
w44_r06_c08			25	x		20220808_G2	W41-45 Rescreen	redo		
w47_r03_c05				x		20220808_G2	W47 Bad			
w44_r06_c05			12	x		20220808_G2	W43 Bad			
w43_r07_c00				x	bypass	20220808_G2	W43 Bad			
w42_r16_c08	x					20220808_G2	SHIPPED ON 2022-08-16			
w43_r07_c01					bypass	20220808_G2	W43 Bad			
w42_r14_c04			25			20220808_G2	W41-45 Rescreen	redo		
w42_r07_c00	x					20220808_G2	SHIPPED ON 2022-08-16			
w42_r15_c07			12			20220808_G2	W41-45 Rescreen	redo		
w42_r07_c01			25			20220808_G2	W41-45 Rescreen	redo		
										
w41_r13_c04	x					20220808_H2	SHIPPED ON 2022-08-16			
w41_r14_c08			11			20220808_H2	W41 Bad			
w41_r12_c04			25			20220808_H2	W41-45 Rescreen	redo		
w41_r13_c01		x				20220808_H2	W41-45 Rescreen			
w41_r13_c02	x					20220808_H2	SHIPPED ON 2022-08-16			
w41_r13_c03			25			20220808_H2	W41-45 Rescreen	redo		
w41_r13_c00	x					20220808_H2	SHIPPED ON 2022-08-16			
w41_r14_c09					bypassed	20220808_H2	W41 Bad			
w41_r12_c01			22,25,27			20220808_H2	W41 Bad			
w41_r13_c08			7			20220808_H2	W41 Bad			
w41_r13_c09					bypassed	20220808_H2	W41 Bad			
w41_r12_c00			25			20220808_H2	W41-45 Rescreen	redo		
w41_r13_c05		x				20220808_H2	W41-45 Rescreen			
w41_r13_c06	x					20220808_H2	SHIPPED ON 2022-08-16			
w41_r13_c07		x	25			20220808_H2	W41-45 Rescreen	redo		
w41_r12_c08		x			bypassed	20220808_H2	W41 Bad			
w41_r12_c07		x				20220808_H2	W41-45 Rescreen			
w41_r12_c09		x	25			20220808_H2	W41-45 Rescreen	redo		
										
w47_r07_c00					bypassed	20220808_I2	W47 Bad			
w47_r17_c02	x					20220808_I2	SHIPPED ON 2022-08-16			
w47_r15_c02					bypassed	20220808_I2	W47 Bad			
w47_r08_c00				x		20220808_I2	W47 Bad			
w47_r16_c04			11, 12	x		20220808_I2	W47 Bad			
w47_r02_c04			22,23,29	x		20220808_I2	W47 Bad			
w47_r12_c01			DS	x		20220808_I2	W47 Bad			
w47_r08_c03				x		20220808_I2	W47 Bad			
w47_r11_c03				x		20220808_I2	W47 Bad			
w47_r16_c02		x				20220808_I2	W47 Bad			
w47_r07_c06	x					20220808_I2	SHIPPED ON 2022-08-16			
w47_r15_c05			29			20220808_I2	W47 Bad			
w47_r19_c07	x					20220808_I2	SHIPPED ON 2022-08-16			
w47_r04_c05	x					20220808_I2	SHIPPED ON 2022-08-16			
w47_r05_c02					bypassed	20220808_I2	W47 Bad			
w45_r11_c00			5			20220808_I2	W45 Bad	double peaks		
w45_r12_c08	x					20220808_I2	SHIPPED ON 2022-08-16			
w47_r07_c03					bypassed	20220808_I2	W45 Bad			
										
w48_r09_c01	x					20220822_B2	202209_shipment_box2	ic col little noisy		
w48_r11_c06	x					20220822_B2	202209_shipment_box2	ic col little noisy		
w48_r18_c05	x					20220822_B2	202209_shipment_box2	ic col little noisy		
w48_r01_c02	x					20220822_B2	202209_shipment_box1			
w48_r05_c01	x					20220822_B2	202209_shipment_box1			
w48_r17_c03	x					20220822_B2	202209_shipment_box1			
w48_r09_c02	x					20220822_B2	202209_shipment_box1			
w48_r07_c00	x					20220822_B2	202209_shipment_box1			
w48_r10_c02	x					20220822_B2	202209_shipment_box1			
w48_r06_c00			DS,1,2,10	x		20220822_B2	X3	bad		
w48_r08_c00			17	x		20220822_B2	Y3	bad		
w48_r04_c03				x		20220822_B2	W43(8) need rescreen	probably good, need rescreen		
w48_r15_c01	x					20220822_B2	202209_shipment_box2	slightly lower modulation, slightly noisy		
w48_r09_c03	x					20220822_B2	202209_shipment_box2	slightly lower modulation, slightly noisy		
w48_r07_c01	x					20220822_B2	202209_shipment_box2	slightly lower modulation, slightly noisy		
w48_r11_c02	x					20220822_B2	202209_shipment_box2	rs 11 slightly noisy		
w48_r05_c05	x					20220822_B2	202209_shipment_box1			
w48_r20_c03	x					20220822_B2	202209_shipment_box1			
										
w48_r13_c00	x					20220822_A	202209_shipment_box1			
w48_r00_c03	x					20220822_A	202209_shipment_box1			
w48_r09_c06	x					20220822_A	202209_shipment_box1			
w48_r06_c04	x					20220822_A	202209_shipment_box1			
w48_r07_c02	x					20220822_A	202209_shipment_box1			
w48_r03_c05	x					20220822_A	202209_shipment_box1			
w48_r02_c03				x		20220822_A	W43(8) need rescreen	all rs look good, iccol 7.5		
w48_r07_c04				x		20220822_A	W43(8) need rescreen	all rs look good, iccol 7.5		
w48_r16_c05				x		20220822_A	W43(8) need rescreen	all rs look good, iccol 7.5		
w48_r15_c03	x					20220822_A	202209_shipment_box1			
w48_r17_c02	x					20220822_A	202209_shipment_box1			
w48_r01_c03	x					20220822_A	202209_shipment_box2	rs 28 slightly lower modulation, sine wave looks okay		
w48_r19_c02			DS, 3		bypassed	20220822_A	X6	DS shorted to Out		
w48_r05_c02	x					20220822_A	202209_shipment_box1			
w48_r14_c03	x					20220822_A	202209_shipment_box1			
w48_r11_c00	x					20220822_A	202209_shipment_box2	iccol ~10		
w48_r13_c03	x					20220822_A	202209_shipment_box2	iccol ~10		
w48_r05_c04	x					20220822_A	202209_shipment_box2	iccol ~10		
										
w48_r04_c05	x					20220822_D	202209_shipment_box1			
w48_r04_c01	x					20220822_D	202209_shipment_box1			
w48_r05_c06	x					20220822_D	202209_shipment_box1			
w48_r19_c07	x					20220822_D	202209_shipment_box1			
w48_r09_c00			13			20220822_D	Y1			
w48_r00_c06	x					20220822_D	202209_shipment_box1			
w48_r16_c07				x		20220822_D	W43(8) need rescreen	ic col 6.5		
w48_r03_c06				x		20220822_D	W43(8) need rescreen	ic col 6.5		
w48_r08_c02				x		20220822_D	W43(8) need rescreen	ic col 6.5		
w48_r02_c06	x					20220822_D	202209_shipment_box2	ic col 9		
w48_r16_c03	x					20220822_D	202209_shipment_box2	ic col 9		
w48_r18_c07	x					20220822_D	202209_shipment_box2	ic col 9		
w48_r01_c06				x		20220822_D	W43(8) need rescreen	very strange waveforms with peaks, very small modulations		
w48_r10_c06				x		20220822_D	W43(8) need rescreen	very strange waveforms with peaks, very small modulations		
w48_r06_c06				x		20220822_D	W43(8) need rescreen	very strange waveforms with peaks, very small modulations		
w48_r10_c04				x		20220822_D	W43(8) need rescreen	very strange waveforms with peaks, very small modulations		
w48_r03_c03				x		20220822_D	W43(8) need rescreen	very strange waveforms with peaks, very small modulations		
w48_r17_c05				x		20220822_D	W43(8) need rescreen	very strange waveforms with peaks, very small modulations		
										
w48_r02_c02	x					20220822_D2	202209_shipment_box1			
w48_r16_c04	x					20220822_D2	202209_shipment_box1			
w48_r21_c05	x					20220822_D2	202209_shipment_box1			
w48_r14_c01					bypassed	20220822_D2	X1			
w48_r08_c05	x					20220822_D2	202209_shipment_box1			
w48_r20_c05	x					20220822_D2	202209_shipment_box1			
w48_r14_c06	x					20220822_D2	202209_shipment_box1			
w48_r07_c05	x					20220822_D2	202209_shipment_box1			
w48_r12_c01	x					20220822_D2	202209_shipment_box1			
w48_r20_c04	x					20220822_D2	202209_shipment_box1			
w48_r03_c02	x					20220822_D2	202209_shipment_box1			
w48_r10_c01	x					20220822_D2	202209_shipment_box1			
w48_r15_c06	x					20220822_D2	202209_shipment_box2	ic col ~9		
w48_r13_c01	x					20220822_D2	202209_shipment_box2	ic col ~9		
w48_r11_c03	x					20220822_D2	202209_shipment_box2	ic col ~9		
w48_r10_c03					x	20220822_D2	W43(8) need rescreen	squid array not working		
w48_r15_c02					x	20220822_D2	W43(8) need rescreen	squid array not working		
w48_r14_c02					x	20220822_D2	W43(8) need rescreen	squid array not working		
										
w48_r17_c06			9			20220822_E2	W43(8) need rescreen	poor conection		
w48_r10_c04	x					20220822_E2	202209_shipment_box1			
w48_r00_c04	x					20220822_E2	202209_shipment_box2	visibly damaged rs2+9		
w48_r09_c05	x					20220822_E2	202209_shipment_box1	fixed ic col by bypassing z1		
w48_r10_c05	x					20220822_E2	202209_shipment_box1	fixed ic col by bypassing z1		
w48_r18_c06				x		20220822_E2	Z1	low iccol		
w48_r02_c04	x					20220822_E2	202209_shipment_box1			
w48_r16_c06	x					20220822_E2	202209_shipment_box1			
w48_r13_c05	x					20220822_E2	202209_shipment_box1			
w48_r03_c04				x		20220822_E2	W43(8) need rescreen	low iccol		
w48_r19_c06				x		20220822_E2	W43(8) need rescreen	low iccol		
w48_r11_c05				x		20220822_E2	W43(8) need rescreen	visibly damaged RS1+2		
w41_r15_c06					bypassed	20220822_E2	X6			
w41_r09_c01	x					20220822_E2	202209_shipment_box1			
w41_r10_c06	x					20220822_E2	202209_shipment_box1			
w42_r07_c01					x	20220822_E2	W43(8) need rescreen	poor conection		
w45_r05_c08					x	20220822_E2	W43(8) need rescreen	poor conection		
w41_r03_c03					x	20220822_E2	W43(8) need rescreen	poor conection		
								fixed squid array		
w48_r14_c05				x		20220822_B	W43(8) need rescreen	iccol ~5		
w48_r08_c06					bypassed	20220822_B	Y0			
w48_r12_c00				x		20220822_B	W43(8) need rescreen	iccol ~5		
w48_r17_c07	x					20220822_B	202209_shipment_box1			
w48_r18_c02	x					20220822_B	202209_shipment_box2	19 loose		
w48_r16_c02	x					20220822_B	202209_shipment_box1			
w48_r07_c06	x					20220822_B	202209_shipment_box1			
w48_r06_c02			11		bypassed	20220822_B	Y2			
w48_r04_c02					bypassed	20220822_B	Z2			
w48_r14_c00			6			20220822_B	X3	iccol 10.5		
w48_r15_c05	x					20220822_B	202209_shipment_box2	iccol 10.5		
w48_r12_c03	x					20220822_B	202209_shipment_box2	iccol 10.5		
w48_r00_c05			5			20220822_B	X6	iccol 9.5		
w48_r04_c06	x					20220822_B	202209_shipment_box2	iccol 9.5		
w48_r04_c04	x					20220822_B	202209_shipment_box2	iccol 9.5		
w48_r15_c07	x					20220822_B	202209_shipment_box1			
w48_r20_c06			19, 21		bypassed	20220822_B	Y7			
w48_r21_c04			28, 29, 32			20220822_B	Z7			
										
w48_r14_c04	x					20220822_C2	202209_shipment_box1			
w48_r06_c05	x					20220822_C2	202209_shipment_box1			
w48_r13_c02	x					20220822_C2	202209_shipment_box1			
w48_r07_c03	x					20220822_C2	202209_shipment_box1			
w48_r19_c05	x					20220822_C2	202209_shipment_box1			
w48_r05_c03	x					20220822_C2	202209_shipment_box1			
w48_r13_c04	x					20220822_C2	202209_shipment_box1			
w48_r06_c01	x					20220822_C2	202209_shipment_box1			
w48_r18_c03	x					20220822_C2	202209_shipment_box1			
w48_r12_c02	x					20220822_C2	202209_shipment_box1			
w48_r11_c04					bypassed	20220822_C2	Y3	output bypassed		
w48_r06_c03	x					20220822_C2	202209_shipment_box1			
w48_r12_c04	x					20220822_C2	202209_shipment_box1			
w48_r15_c04			13, 15,			20220822_C2	Y6			
w48_r12_c06	x					20220822_C2	202209_shipment_box1			
w48_r19_c03	x					20220822_C2	202209_shipment_box1			
w48_r16_c01	x					20220822_C2	202209_shipment_box1			
w48_r08_c01	x					20220822_C2	202209_shipment_box1			
										
w42_r13_c05	x					20220822_F2	202209_shipment_box1			
w41_r12_c04	x		21			20220822_F2	202209_shipment_box2	cross reference		
w41_r12_c07			28,32			20220822_F2	Z0			
w41_r13_c05			8		bypassed	20220822_F2	X1			
w41_r12_c09					bypassed	20220822_F2	Y1			
w41_r13_c07			all of them			20220822_F2	Z1	a huge number of peaks		
w41_r18_c05					bypassed	20220822_F2	X2			
w41_r14_c05					bypassed	20220822_F2	Y2			
w41_r12_c00			28			20220822_F2	Z2			
w43_r02_c04	x					20220822_F2	202209_shipment_box1			
w43_r11_c01	x		21			20220822_F2	202209_shipment_box2	cross reference		
w43_r15_c03	x					20220822_F2	202209_shipment_box1			
w42_r14_c04	x					20220822_F2	202209_shipment_box2	iccol ~ 8	fine	
w43_r14_c01			17,21			20220822_F2	Y6	iccol ~ 8	culprit	
w42_r15_c07	x					20220822_F2	202209_shipment_box2	iccol ~ 8	fine	
w41_r13_c03	x					20220822_F2	202209_shipment_box2	iccol ~ 5	cross reference	
w44_r06_c08						20220822_F2	Y7	iccol ~ 5	culprit	
w41_r13_c01					bypassed	20220822_F2	Z7	iccol ~ 5		
										
w48_r03_c03					bypassed	20221125_F2	X0			
w41_r03_c03					x	20221125_F2	Y0			
w48_r16_c07					x	20221125_F2	Z0			
w48_r10_c04				x		20221125_F2	X1			
w45_r05_c08				x		20221125_F2	Y1			
w48_r03_c06				x		20221125_F2	Z1			
w48_r06_c06				x		20221125_F2	X2			
w42_r07_c01				x		20221125_F2	Y2			
w48_r00_c02				x		20221125_F2	Z2			
w48_r12_c00				x		20221125_F2	X3			
w48_r11_c05				x		20221125_F2	Y3			
w48_r15_c02				x		20221125_F2	Z3			
w48_r14_c05					x	20221125_F2	X6			
w48_r17_c06					x	20221125_F2	Y6			
w48_r10_c03					x	20221125_F2	Z6			
w48_r17_c05	x					20221125_F2	X7			
w48_r03_c04	x					20221125_F2	Y7			
w48_r14_c02			23			20221125_F2	Z7			
										
w39_r04_c08					x	20221125_B	X0			
w39_r04_c03					x	20221125_B	Y0			
w39_r07_c04					x	20221125_B	Z0			
w39_r04_c04			1,2,7,8			20221125_B	X1			
w39_r00_c06			14			20221125_B	Y1			
w39_r04_c02			23,26,27			20221125_B	Z1			
w39_r06_c07			DS,2			20221125_B	X2			
w39_r05_c07			21			20221125_B	Y2			
w39_r04_c06					x	20221125_B	Z2			
w39_r01_c04			DS, 8, 10			20221125_B	X3			
w39_r06_c08			12			20221125_B	Y3			
w39_r06_c06			30			20221125_B	Z3			
w48_r16_c05					bypass	20221125_B	X6			
w39_r06_c05					x	20221125_B	Y6			
w48_r07_c04					x	20221125_B	Z6			
w39_r03_c02					bypass	20221125_B	X7			
w48_r04_c03					bypass	20221125_B	Y7			
w48_r02_c03					bypass	20221125_B	Z7			
										
w31_r17_c05					bypass	20221125_H2	X0			
w31_r20_c06					x	20221125_H2	Y0			
w45_r03_c04					x	20221125_H2	Z0			
w37_r07_c03	x					20221125_H2	X1			
w31_r05_c01					bypass	20221125_H2	Y1			
w45_r21_c04					bypass	20221125_H2	Z1			
w31_r19_c02					bypass 	20221125_H2	X2			
w31_r05_c02					bypass	20221125_H2	Y2			
w44_r16_c02				x		20221125_H2	Z2			
w31_r04_c06	?	DS				20221125_H2	X3			
w31_r05_c03					bypass	20221125_H2	Y3			
w31_r17_c06	?	24				20221125_H2	Z3			
w31_r16_c01					bypass	20221125_H2	X6			
w31_r19_c07					bypass 	20221125_H2	Y6			
w45_r19_c04					bypass	20221125_H2	Z6			
w31_r16_c02	x					20221125_H2	X7			
w31_r18_c02	x					20221125_H2	Y7			
w43_r06_c05	x					20221125_H2	Z7			
										
w47_r15_c05					bypass	20221125_B2	X0			
w45_r13_c08					x	20221125_B2	Y0			
w42_r20_c04					x	20221125_B2	Z0			
w45_r14_c00					bypass	20221125_B2	X1			
w47_r01_r04				x		20221125_B2	Y1			
-					bypass	20221125_B2	Z1			
w45_r08_c08						20221125_B2	X2			
w43_r07_c06					bypass	20221125_B2	Y2			
-						20221125_B2	Z2			
w43_r05_c01					bypass	20221125_B2	X3			
w42_r21_c05					bypass	20221125_B2	Y3			
-					bypass	20221125_B2	Z3			
w42_r15_c01						20221125_B2	X6			
w43_r07_c04						20221125_B2	Y6			
-					bypass	20221125_B2	Z6			
w45_r17_c04						20221125_B2	X7			
w45_r11_c07						20221125_B2	Y7			
-					bypass	20221125_B2	Z7			
										
w43_r09_c09					bypass	20221125_C2	X0			
w45_r15_c08					bypass	20221125_C2	Y0			
w39_r06_c02					bypass	20221125_C2	Z0			
w39_r07_c09			DS			20221125_C2	X1			
w45_r09_c07					bypass	20221125_C2	Y1			
w39_r06_c03			24, 25			20221125_C2	Z1			
w39_r05_c04				x		20221125_C2	X2	ic col low		
w45_r14_c09					bypass	20221125_C2	Y2			
w37_r08_c03			31	x		20221125_C2	Z2			
w44_r04_c00			DS, 2, 9			20221125_C2	X3			
w37_r02_c03					bypass	20221125_C2	Y3			
w37_r04_c04	x					20221125_C2	Z3			
w42_r07_c08						20221125_C2	X6			
w45_r17_c05						20221125_C2	Y6			
w39_r02_c05					bypass	20221125_C2	Z6			
w45_r09_c00					bypass	20221125_C2	X7			
w45_r01_c07	x					20221125_C2	Y7			
w39_r05_c01						20221125_C2	Z7			
